UID,iso2,iso3,code3,FIPS,Admin2,Lat,Combined_Key,Date,Case,Long,Country/Region,Province/State
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-09,155,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-10,156,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-11,167,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-12,194,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-13,194,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-14,216,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-15,229,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-16,229,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-17,227,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-18,234,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-19,246,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-20,255,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-21,260,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-22,268,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-23,295,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-24,332,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-25,344,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-26,368,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-27,378,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-28,386,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-29,401,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-04-30,420,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-05-01,440,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-05-02,457,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-05-03,474,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-05-04,493,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-05-05,508,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-05-06,549,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-05-07,588,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-05-08,605,-78.74777412,US,New York
84036063,US,USA,840,36063,Niagara,43.19898042,"Niagara, New York, US",2020-05-09,627,-78.74777412,US,New York
